occurrence_no,collection_no,accepted_name,early_interval,late_interval,max_ma,min_ma,lng,lat,time_bins
256368,20604,Abra aequalis,Late Pleistocene,,0.129,0.0117,278.933334,31.983334,Late Pleistocene
256371,20604,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,278.933334,31.983334,Late Pleistocene
256372,20604,Anomia simplex,Late Pleistocene,,0.129,0.0117,278.933334,31.983334,Late Pleistocene
256375,20604,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,278.933334,31.983334,Late Pleistocene
256377,20604,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,278.933334,31.983334,Late Pleistocene
256386,20606,Abra aequalis,Late Pleistocene,,0.129,0.0117,278.933334,31.916668,Late Pleistocene
256389,20606,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,278.933334,31.916668,Late Pleistocene
256390,20606,Anomia simplex,Late Pleistocene,,0.129,0.0117,278.933334,31.916668,Late Pleistocene
256393,20606,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,278.933334,31.916668,Late Pleistocene
256395,20606,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,278.933334,31.916668,Late Pleistocene
256433,20613,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,278.900002,32,Late Pleistocene
362459,34269,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,279.602501,27.638332,Late Pleistocene
362460,34269,Glycymeris americana,Late Pleistocene,,0.129,0.0117,279.602501,27.638332,Late Pleistocene
362462,34269,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,279.602501,27.638332,Late Pleistocene
362485,34269,Anomia simplex,Late Pleistocene,,0.129,0.0117,279.602501,27.638332,Late Pleistocene
362504,34269,Chione cancellata,Late Pleistocene,,0.129,0.0117,279.602501,27.638332,Late Pleistocene
362520,34269,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,279.602501,27.638332,Late Pleistocene
392052,37632,Mytilus edulis,Late Pleistocene,,0.129,0.0117,180.625549,51.364445,Late Pleistocene
392071,37632,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,180.625549,51.364445,Late Pleistocene
392072,37632,Hiatella arctica,Late Pleistocene,,0.129,0.0117,180.625549,51.364445,Late Pleistocene
392472,37675,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,235.592781,43.119167,Late Pleistocene
392478,37676,Mytilus edulis,Late Pleistocene,,0.129,0.0117,236.042503,46.373333,Late Pleistocene
394524,37933,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394560,37948,Epilucina californica,Quaternary,,2.58,0,240.533333,33.241669,Quaternary
394591,37947,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394621,37946,Epilucina californica,Quaternary,,2.58,0,240.449997,33.241669,Quaternary
394624,37945,Epilucina californica,Quaternary,,2.58,0,240.449997,33.241669,Quaternary
394634,37944,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394648,37943,Epilucina californica,Quaternary,,2.58,0,240.533333,33.241669,Quaternary
394658,37942,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394661,37941,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394675,37940,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394686,37940,Hiatella arctica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394696,37939,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394714,37938,Epilucina californica,Quaternary,,2.58,0,240.533333,33.241669,Quaternary
394732,37937,Epilucina californica,Quaternary,,2.58,0,240.533333,33.241669,Quaternary
394744,37936,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394757,37935,Epilucina californica,Quaternary,,2.58,0,240.449997,33.241669,Quaternary
394761,37934,Epilucina californica,Quaternary,,2.58,0,240.491669,33.241669,Quaternary
394987,38003,Macoma (Macoma) calcarea,Early Pleistocene,,2.58,0.774,204.042496,70.903336,Calabrian
394988,38003,Hiatella arctica,Early Pleistocene,,2.58,0.774,204.042496,70.903336,Calabrian
394998,38004,Macoma (Macoma) calcarea,Early Pleistocene,,2.58,0.774,204.042496,70.903336,Calabrian
394999,38004,Hiatella arctica,Early Pleistocene,,2.58,0.774,204.042496,70.903336,Calabrian
395006,38006,Macoma (Macoma) calcarea,Early Pleistocene,,2.58,0.774,208.384445,69.99472,Calabrian
395007,38006,Hiatella arctica,Early Pleistocene,,2.58,0.774,208.384445,69.99472,Calabrian
395021,38007,Hiatella arctica,Early Pleistocene,,2.58,0.774,208.613327,70.065277,Calabrian
395029,38008,Hiatella arctica,Early Pleistocene,,2.58,0.774,197.199997,69.349998,Calabrian
395044,38011,Macoma (Macoma) calcarea,Early Pleistocene,,2.58,0.774,203.51889,71.387497,Calabrian
395046,38011,Hiatella arctica,Early Pleistocene,,2.58,0.774,203.51889,71.387497,Calabrian
395049,38012,Macoma (Macoma) calcarea,Early Pleistocene,,2.58,0.774,203.51889,71.387497,Calabrian
423306,41199,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,278.271004,25.972,Calabrian
423341,41202,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,278.643997,25.952999,Calabrian
423369,41205,Glycymeris americana,Early Pleistocene,,2.58,0.774,278.636002,25.910999,Calabrian
423384,41205,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,278.636002,25.910999,Calabrian
423385,41205,Anomia simplex,Early Pleistocene,,2.58,0.774,278.636002,25.910999,Calabrian
423394,41206,Anomia simplex,Early Pleistocene,,2.58,0.774,278.636002,25.910999,Calabrian
423398,41206,Chione cancellata,Early Pleistocene,,2.58,0.774,278.636002,25.910999,Calabrian
423422,41209,Chione cancellata,Early Pleistocene,,2.58,0.774,278.059998,25.746,Calabrian
423995,41303,Hiatella arctica,Late Pleistocene,,0.129,0.0117,210.185562,61.075279,Late Pleistocene
423996,41303,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,210.185562,61.075279,Late Pleistocene
424028,41309,Hiatella arctica,Late Pliocene,,3.6,2.58,195.320557,67.817497,Pliocene
425319,41497,Anomia simplex,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425321,41497,Chione cancellata,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425324,41497,Crassostrea virginica,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425328,41497,Mulinia lateralis,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425329,41497,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425330,41497,Nuculana acuta,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425368,41498,Chione cancellata,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425370,41498,Mulinia lateralis,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425385,41501,Abra aequalis,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425392,41501,Anadara (Larkinia) transversa,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425395,41501,Anomia simplex,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425408,41501,Chione cancellata,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425417,41501,Crassinella lunulata,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425440,41501,Mulinia lateralis,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425443,41501,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425444,41501,Nuculana acuta,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
425455,41501,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
426076,41539,Anomia simplex,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
426114,41539,Chione cancellata,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
427341,41705,Abra aequalis,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427345,41705,Anadara (Larkinia) transversa,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427349,41705,Anomia simplex,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427359,41705,Chione cancellata,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427373,41705,Crassinella lunulata,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427374,41705,Crassostrea virginica,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427384,41705,Glycymeris americana,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427411,41705,Mulinia lateralis,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427412,41705,Nucula (Nucula) proxima,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427413,41705,Nuculana acuta,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427423,41705,Plicatula gibbosa,Calabrian,,1.8,0.774,277.985001,26.885,Early Pleistocene
427602,41715,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,277.985001,26.885,Late Pleistocene
427604,41715,Chione cancellata,Late Pleistocene,,0.129,0.0117,277.985001,26.885,Late Pleistocene
427609,41715,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,277.985001,26.885,Late Pleistocene
427611,41715,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,277.985001,26.885,Late Pleistocene
427614,41715,Plicatula gibbosa,Late Pleistocene,,0.129,0.0117,277.985001,26.885,Late Pleistocene
427689,41718,Anomia simplex,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
427701,41718,Chione cancellata,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
427707,41718,Crassostrea virginica,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
427719,41718,Mulinia lateralis,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
427722,41718,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
427723,41718,Nuculana acuta,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
427741,41718,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,277.985001,26.885,Calabrian
427901,41740,Abra aequalis,Late Pleistocene,,0.129,0.0117,277.739998,27.059,Late Pleistocene
427902,41740,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,277.739998,27.059,Late Pleistocene
427906,41740,Chione cancellata,Late Pleistocene,,0.129,0.0117,277.739998,27.059,Late Pleistocene
427909,41740,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,277.739998,27.059,Late Pleistocene
427910,41740,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,277.739998,27.059,Late Pleistocene
429407,41935,Nuculana acuta,Holocene,,0.0117,0,270.044998,30.053888,Holocene
429408,41935,Anadara (Larkinia) transversa,Holocene,,0.0117,0,270.044998,30.053888,Holocene
429444,41935,Plicatula gibbosa,Holocene,,0.0117,0,270.044998,30.053888,Holocene
429445,41935,Anomia simplex,Holocene,,0.0117,0,270.044998,30.053888,Holocene
429446,41935,Crassostrea virginica,Holocene,,0.0117,0,270.044998,30.053888,Holocene
429551,41935,Crassinella lunulata,Holocene,,0.0117,0,270.044998,30.053888,Holocene
429641,41935,Mulinia lateralis,Holocene,,0.0117,0,270.044998,30.053888,Holocene
429728,41935,Abra aequalis,Holocene,,0.0117,0,270.044998,30.053888,Holocene
429789,41935,Chione cancellata,Holocene,,0.0117,0,270.044998,30.053888,Holocene
430676,41936,Crassostrea virginica,Holocene,,0.0117,0,270.044998,30.053888,Holocene
430679,41936,Mulinia lateralis,Holocene,,0.0117,0,270.044998,30.053888,Holocene
430686,41936,Abra aequalis,Holocene,,0.0117,0,270.044998,30.053888,Holocene
430694,41934,Crassostrea virginica,Holocene,,0.0117,0,270.044998,30.053888,Holocene
430710,41942,Mulinia lateralis,Holocene,,0.0117,0,270.044998,30.053888,Holocene
430721,41940,Mulinia lateralis,Holocene,,0.0117,0,270.044998,30.053888,Holocene
430728,41940,Abra aequalis,Holocene,,0.0117,0,270.044998,30.053888,Holocene
484417,48465,Hiatella arctica,Holocene,,0.0117,0,261,72.666664,Holocene
484418,48465,Macoma (Macoma) calcarea,Holocene,,0.0117,0,261,72.666664,Holocene
484420,48465,Mya (Mya) truncata,Holocene,,0.0117,0,261,72.666664,Holocene
484428,48464,Hiatella arctica,Holocene,,0.0117,0,272,75.25,Holocene
484430,48464,Macoma (Macoma) calcarea,Holocene,,0.0117,0,272,75.25,Holocene
484432,48464,Mya (Mya) truncata,Holocene,,0.0117,0,272,75.25,Holocene
484439,48463,Hiatella arctica,Holocene,,0.0117,0,282,79.816666,Holocene
484440,48463,Macoma (Macoma) calcarea,Holocene,,0.0117,0,282,79.816666,Holocene
484441,48463,Mya (Mya) truncata,Holocene,,0.0117,0,282,79.816666,Holocene
484451,48462,Hiatella arctica,Holocene,,0.0117,0,269,79.75,Holocene
484453,48462,Macoma (Macoma) calcarea,Holocene,,0.0117,0,269,79.75,Holocene
484457,48462,Mya (Mya) truncata,Holocene,,0.0117,0,269,79.75,Holocene
557392,57704,Abra aequalis,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
557479,57702,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
557480,57702,Anomia simplex,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559140,57705,Abra aequalis,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559141,57705,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559142,57705,Anomia simplex,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559147,57705,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559148,57705,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559155,57705,Ensis directus,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559162,57705,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559163,57705,Mytilus edulis,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559165,57705,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559166,57705,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559182,57706,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559183,57706,Anomia simplex,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559189,57706,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559190,57706,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559194,57706,Ensis directus,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559199,57706,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559200,57706,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559208,57702,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559209,57702,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559212,57702,Ensis directus,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559217,57702,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559219,57702,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559225,57703,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559226,57703,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559230,57703,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559231,57703,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559233,57703,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559241,57704,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559244,57704,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559245,57704,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559246,57704,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
559247,57704,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.82972,36.791668,Late Pleistocene
561055,58522,Plicatula gibbosa,Late Pliocene,,3.6,2.58,283.719444,17.883333,Pliocene
564280,58893,Abra aequalis,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564287,58893,Crassinella lunulata,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564297,58894,Crassinella lunulata,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564301,58893,Ensis directus,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564302,58893,Glycymeris americana,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564307,58893,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564309,58894,Ensis directus,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564310,58894,Glycymeris americana,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564314,58894,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564315,58895,Abra aequalis,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564319,58895,Anomia simplex,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564330,58895,Crassinella lunulata,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564337,58895,Ensis directus,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564340,58895,Glycymeris americana,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564345,58895,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564353,58897,Abra aequalis,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
564357,58897,Anomia simplex,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
564371,58898,Crassinella lunulata,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
564379,58897,Crassinella lunulata,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
564385,58898,Glycymeris americana,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
564394,58898,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
564395,58897,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
564409,58897,Ensis directus,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
564601,58893,Nuculana acuta,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564605,58893,Plicatula gibbosa,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564618,58894,Nuculana acuta,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564622,58894,Plicatula gibbosa,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564639,58895,Nuculana acuta,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564646,58895,Plicatula gibbosa,Late Pliocene,,3.6,2.58,283.352776,35.283611,Pliocene
564903,58897,Nuculana acuta,Early Pleistocene,,2.58,0.774,283.352776,35.283611,Calabrian
566483,59327,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,281.676666,34.998055,Pliocene
566484,59310,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,280.885834,34.496944,Pliocene
566485,59316,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566486,59317,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,281.491386,34.287777,Calabrian
566487,59318,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,282.055275,34.225834,Calabrian
566490,59307,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,281.945831,34.896667,Pliocene
566521,59318,Glycymeris americana,Early Pleistocene,,2.58,0.774,282.055275,34.225834,Calabrian
566522,59316,Glycymeris americana,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566523,59315,Glycymeris americana,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566525,59317,Glycymeris americana,Early Pleistocene,,2.58,0.774,281.491386,34.287777,Calabrian
566526,59311,Glycymeris americana,Late Pliocene,,3.6,2.58,280.885834,34.496944,Pliocene
566527,59309,Glycymeris americana,Late Pliocene,,3.6,2.58,280.991386,34.618332,Pliocene
566528,59307,Glycymeris americana,Late Pliocene,,3.6,2.58,281.945831,34.896667,Pliocene
566565,59327,Plicatula gibbosa,Late Pliocene,,3.6,2.58,281.676666,34.998055,Pliocene
566566,59308,Plicatula gibbosa,Late Pliocene,,3.6,2.58,281.90889,34.999443,Pliocene
566567,59307,Plicatula gibbosa,Late Pliocene,,3.6,2.58,281.945831,34.896667,Pliocene
566568,59309,Plicatula gibbosa,Late Pliocene,,3.6,2.58,280.991386,34.618332,Pliocene
566569,59310,Plicatula gibbosa,Late Pliocene,,3.6,2.58,280.885834,34.496944,Pliocene
566570,59317,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,281.491386,34.287777,Calabrian
566571,59316,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566572,59318,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,282.055275,34.225834,Calabrian
566600,59327,Crassinella lunulata,Late Pliocene,,3.6,2.58,281.676666,34.998055,Pliocene
566602,59310,Crassinella lunulata,Late Pliocene,,3.6,2.58,280.885834,34.496944,Pliocene
566603,59309,Crassinella lunulata,Late Pliocene,,3.6,2.58,280.991386,34.618332,Pliocene
566604,59312,Crassinella lunulata,Early Pleistocene,,2.58,0.774,280.885834,34.496944,Calabrian
566606,59315,Crassinella lunulata,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566607,59316,Crassinella lunulata,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566608,59318,Crassinella lunulata,Early Pleistocene,,2.58,0.774,282.055275,34.225834,Calabrian
566609,59307,Crassinella lunulata,Late Pliocene,,3.6,2.58,281.945831,34.896667,Pliocene
566745,59307,Abra aequalis,Late Pliocene,,3.6,2.58,281.945831,34.896667,Pliocene
566748,59309,Abra aequalis,Late Pliocene,,3.6,2.58,280.991386,34.618332,Pliocene
566749,59310,Abra aequalis,Late Pliocene,,3.6,2.58,280.885834,34.496944,Pliocene
566751,59317,Abra aequalis,Early Pleistocene,,2.58,0.774,281.491386,34.287777,Calabrian
566752,59316,Abra aequalis,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566753,59315,Abra aequalis,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566920,59316,Mya (Arenomya) arenaria,Early Pleistocene,,2.58,0.774,281.79528,34.325832,Calabrian
566921,59317,Mya (Arenomya) arenaria,Early Pleistocene,,2.58,0.774,281.491386,34.287777,Calabrian
568547,59486,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568548,59485,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568549,59491,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,275.369164,30.388611,Pliocene
568550,59484,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,275.433609,30.425556,Pliocene
568551,59487,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568560,59484,Glycymeris americana,Late Pliocene,,3.6,2.58,275.433609,30.425556,Pliocene
568561,59491,Glycymeris americana,Late Pliocene,,3.6,2.58,275.369164,30.388611,Pliocene
568565,59487,Glycymeris americana,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568617,59484,Plicatula gibbosa,Late Pliocene,,3.6,2.58,275.433609,30.425556,Pliocene
568618,59487,Plicatula gibbosa,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568619,59491,Plicatula gibbosa,Late Pliocene,,3.6,2.58,275.369164,30.388611,Pliocene
568620,59486,Plicatula gibbosa,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568622,59490,Anomia simplex,Late Pliocene,,3.6,2.58,275.433609,30.425556,Pliocene
568623,59485,Anomia simplex,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568624,59484,Anomia simplex,Late Pliocene,,3.6,2.58,275.433609,30.425556,Pliocene
568625,59487,Anomia simplex,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568641,59486,Crassinella lunulata,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568642,59487,Crassinella lunulata,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
568643,59484,Crassinella lunulata,Late Pliocene,,3.6,2.58,275.433609,30.425556,Pliocene
568767,59484,Abra aequalis,Late Pliocene,,3.6,2.58,275.433609,30.425556,Pliocene
568768,59486,Abra aequalis,Late Pliocene,,3.6,2.58,275.358055,30.389168,Pliocene
578469,60899,Anadara (Larkinia) transversa,Early Pleistocene,,2.58,0.774,281.733612,34.066944,Calabrian
578474,60899,Glycymeris americana,Early Pleistocene,,2.58,0.774,281.733612,34.066944,Calabrian
578475,60899,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,281.733612,34.066944,Calabrian
578549,60923,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578555,60923,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578559,60923,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578581,60924,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,279.968613,33.860558,Late Pleistocene
578582,60925,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,281.2575,33.785,Late Pleistocene
578583,60926,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,281.2575,33.785,Late Pleistocene
578584,60927,Abra aequalis,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578586,60927,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578587,60927,Anomia simplex,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578592,60927,Chione cancellata,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578596,60927,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578597,60927,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578602,60927,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578604,60927,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
578608,60927,Plicatula gibbosa,Late Pleistocene,,0.129,0.0117,281.114723,33.834721,Late Pleistocene
