occurrence_no,collection_no,accepted_name,early_interval,late_interval,max_ma,min_ma,lng,lat,time_bins
699538,75102,Macoma (Macoma) calcarea,Early Pleistocene,,2.58,0.774,339.5,82.541664,Calabrian
699541,75102,Hiatella arctica,Early Pleistocene,,2.58,0.774,339.5,82.541664,Calabrian
699542,75102,Mya (Mya) truncata,Early Pleistocene,,2.58,0.774,339.5,82.541664,Calabrian
699548,75103,Hiatella arctica,Early Pleistocene,,2.58,0.774,339,81,Calabrian
699550,75104,Astarte montagui,Gelasian,,2.58,1.8,339,82.474998,Early Pleistocene
699554,75104,Hiatella arctica,Gelasian,,2.58,1.8,339,82.474998,Early Pleistocene
699555,75104,Mya (Mya) truncata,Gelasian,,2.58,1.8,339,82.474998,Early Pleistocene
699617,75121,Astarte montagui,Late Pleistocene,,0.129,0.0117,304.416668,71.633331,Late Pleistocene
699618,75121,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.416668,71.633331,Late Pleistocene
699619,75121,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.416668,71.633331,Late Pleistocene
699621,75122,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.416668,71.633331,Late Pleistocene
699622,75122,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.416668,71.633331,Late Pleistocene
699624,75123,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.483334,71.633331,Late Pleistocene
699625,75123,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.483334,71.633331,Late Pleistocene
699626,75124,Astarte montagui,Late Pleistocene,,0.129,0.0117,304.416668,71.5,Late Pleistocene
699627,75124,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.416668,71.5,Late Pleistocene
699628,75124,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.416668,71.5,Late Pleistocene
699633,75125,Astarte montagui,Late Pleistocene,,0.129,0.0117,304.966667,71.383331,Late Pleistocene
699634,75125,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,304.966667,71.383331,Late Pleistocene
699635,75125,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.966667,71.383331,Late Pleistocene
699636,75125,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.966667,71.383331,Late Pleistocene
699640,75126,Astarte montagui,Late Pleistocene,,0.129,0.0117,304.666668,71.466667,Late Pleistocene
699641,75126,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.666668,71.466667,Late Pleistocene
699642,75126,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.666668,71.466667,Late Pleistocene
699651,75127,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.633331,71.466667,Late Pleistocene
699652,75127,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.633331,71.466667,Late Pleistocene
699656,75128,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.583332,71.5,Late Pleistocene
699657,75128,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.583332,71.5,Late Pleistocene
699661,75129,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.783333,71.5,Late Pleistocene
699662,75129,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.783333,71.5,Late Pleistocene
699669,75130,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,304.75,71.5,Late Pleistocene
699670,75130,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.75,71.5,Late Pleistocene
699671,75130,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.75,71.5,Late Pleistocene
699677,75131,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.799999,71.466667,Late Pleistocene
699678,75131,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.799999,71.466667,Late Pleistocene
699688,75132,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,305,71.449997,Late Pleistocene
699689,75132,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305,71.449997,Late Pleistocene
699696,75133,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305,71.449997,Late Pleistocene
699697,75133,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305,71.449997,Late Pleistocene
699703,75134,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,304.966667,71.449997,Late Pleistocene
699704,75134,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,304.966667,71.449997,Late Pleistocene
699705,75134,Hiatella arctica,Late Pleistocene,,0.129,0.0117,304.966667,71.449997,Late Pleistocene
699710,75135,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,305.083332,71.433334,Late Pleistocene
699711,75135,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.083332,71.433334,Late Pleistocene
699713,75136,Astarte montagui,Late Pleistocene,,0.129,0.0117,305.083332,71.433334,Late Pleistocene
699715,75136,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.083332,71.433334,Late Pleistocene
699716,75136,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305.083332,71.433334,Late Pleistocene
699732,75148,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.450001,70.716667,Late Pleistocene
699733,75148,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305.450001,70.716667,Late Pleistocene
699736,75149,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.466667,70.73333,Late Pleistocene
699737,75149,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305.466667,70.73333,Late Pleistocene
699738,75150,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.450001,70.716667,Late Pleistocene
699739,75150,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305.450001,70.716667,Late Pleistocene
699742,75151,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,305.466667,70.73333,Late Pleistocene
699743,75151,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.466667,70.73333,Late Pleistocene
699744,75151,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305.466667,70.73333,Late Pleistocene
699780,75170,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.400002,70.716667,Late Pleistocene
699781,75170,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305.400002,70.716667,Late Pleistocene
699796,75172,Hiatella arctica,Late Pleistocene,,0.129,0.0117,306.5,70.166664,Late Pleistocene
699798,75173,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.216667,70.23333,Late Pleistocene
699799,75173,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305.216667,70.23333,Late Pleistocene
699814,75175,Astarte montagui,Late Pleistocene,,0.129,0.0117,305.183334,70.133331,Late Pleistocene
699817,75175,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,305.183334,70.133331,Late Pleistocene
699818,75175,Hiatella arctica,Late Pleistocene,,0.129,0.0117,305.183334,70.133331,Late Pleistocene
699852,75179,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,305.133331,69.25,Chibanian
699853,75179,Hiatella arctica,Middle Pleistocene,,0.774,0.129,305.133331,69.25,Chibanian
699865,75180,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,305.233334,69.866669,Chibanian
699866,75180,Hiatella arctica,Middle Pleistocene,,0.774,0.129,305.233334,69.866669,Chibanian
699920,75197,Astarte montagui,Middle Pleistocene,,0.774,0.129,305.116669,69.650002,Chibanian
699923,75197,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,305.116669,69.650002,Chibanian
699925,75197,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,305.116669,69.650002,Chibanian
699926,75197,Hiatella arctica,Middle Pleistocene,,0.774,0.129,305.116669,69.650002,Chibanian
699993,75200,Astarte montagui,Middle Pleistocene,,0.774,0.129,305.116669,69.650002,Chibanian
699996,75200,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,305.116669,69.650002,Chibanian
699998,75200,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,305.116669,69.650002,Chibanian
699999,75200,Hiatella arctica,Middle Pleistocene,,0.774,0.129,305.116669,69.650002,Chibanian
700027,75201,Mya (Mya) truncata,Holocene,,0.0117,0,305.049999,70.383331,Holocene
700030,75203,Macoma (Macoma) calcarea,Holocene,,0.0117,0,305.900002,70.466667,Holocene
700031,75203,Mya (Mya) truncata,Holocene,,0.0117,0,305.900002,70.466667,Holocene
700033,75204,Macoma (Macoma) calcarea,Holocene,,0.0117,0,305.383331,70.26667,Holocene
700034,75204,Mya (Mya) truncata,Holocene,,0.0117,0,305.383331,70.26667,Holocene
700035,75204,Hiatella arctica,Holocene,,0.0117,0,305.383331,70.26667,Holocene
700042,75205,Macoma (Macoma) calcarea,Holocene,,0.0117,0,305.383331,70.26667,Holocene
700043,75205,Mya (Mya) truncata,Holocene,,0.0117,0,305.383331,70.26667,Holocene
700044,75205,Hiatella arctica,Holocene,,0.0117,0,305.383331,70.26667,Holocene
700051,75206,Astarte montagui,Holocene,,0.0117,0,305.216667,70.23333,Holocene
700052,75206,Macoma (Macoma) calcarea,Holocene,,0.0117,0,305.216667,70.23333,Holocene
700053,75206,Mya (Mya) truncata,Holocene,,0.0117,0,305.216667,70.23333,Holocene
