Species,long,lat,Time
Lunarca_ovalis,280.13286,32.75479,Modern
Lunarca_ovalis,272.05,15.83333,Modern
Lunarca_ovalis,289.26771,41.69074,Modern
Lunarca_ovalis,289.73361,41.60926,Modern
Lunarca_ovalis,278.5706,30.61123,Modern
Lunarca_ovalis,282.20363,34.2085,Modern
Lunarca_ovalis,289.7392,41.63951,Modern
Lunarca_ovalis,270.01187,29.24078,Modern
Lunarca_ovalis,263.11682,28.02273,Modern
Lunarca_ovalis,289.60101,41.60342,Modern
Lunarca_ovalis,289.55401,19.77572,Modern
Lunarca_ovalis,278.6013,30.33441,Modern
Lunarca_ovalis,284.85037,19.93144,Modern
Lunarca_ovalis,288.3548,19.86509,Modern
Lunarca_ovalis,262.92315,27.79444,Modern
Lunarca_ovalis,280.13286,32.75479,Modern
Lunarca_ovalis,274.69243,29.81095,Modern
